district_name,block_name,typeofsupport,broad_category,categoryofsupport,Beneficiary_Count
BASTAR,LOHANDIGUDA,Clay,Circular Economy,Inputs,3
BASTAR,LOHANDIGUDA,Cold Storage,Circular Economy,Infrastructure,8
BASTAR,LOHANDIGUDA,Common Facility Center(CFC) for Silk Yarn Dyeing and Fabric Processing,Circular Economy,Infrastructure,3
BASTAR,LOHANDIGUDA,Compost Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,808
BASTAR,LOHANDIGUDA,Construction of New Pond,Nature-Based Solutions / Bio-Economy,Infrastructure,11
BASTAR,LOHANDIGUDA,Crop Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,9
BASTAR,LOHANDIGUDA,Day Old Chicks,Nature-Based Solutions / Bio-Economy,Inputs,358
BASTAR,LOHANDIGUDA,Deworming Medicines,Nature-Based Solutions / Bio-Economy,Inputs,14
BASTAR,LOHANDIGUDA,Deworming and Health Awareness,Nature-Based Solutions / Bio-Economy,Training,8
BASTAR,LOHANDIGUDA,Drainage of Chaur or Waterlogged Land,Nature-Based Solutions / Bio-Economy,Infrastructure,19
BASTAR,LOHANDIGUDA,Drip Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,344
BASTAR,LOHANDIGUDA,Dug Well,Nature-Based Solutions / Bio-Economy,Infrastructure,717
BASTAR,LOHANDIGUDA,FYM,Nature-Based Solutions / Bio-Economy,Inputs,113
BASTAR,LOHANDIGUDA,Fabric Finishing Units,Circular Economy,Infrastructure,8
BASTAR,LOHANDIGUDA,Fairs / Exhibition,Nature-Based Solutions / Bio-Economy,Marketing Support,50
BASTAR,LOHANDIGUDA,Farm pond on Individual Land,Nature-Based Solutions / Bio-Economy,Infrastructure,65
BASTAR,LOHANDIGUDA,Feed Supplements,Nature-Based Solutions / Bio-Economy,Inputs,512
BASTAR,LOHANDIGUDA,Fencing,Nature-Based Solutions / Bio-Economy,Infrastructure,30
BASTAR,LOHANDIGUDA,Fencing,Nature-Based Solutions / Bio-Economy,Inputs,245
BASTAR,LOHANDIGUDA,Fencing Material,Nature-Based Solutions / Bio-Economy,Infrastructure,43
BASTAR,LOHANDIGUDA,Fertilizers,Nature-Based Solutions / Bio-Economy,Inputs,5021
BASTAR,LOHANDIGUDA,Fish Feed,Nature-Based Solutions / Bio-Economy,Inputs,12
BASTAR,LOHANDIGUDA,Fishing Nets,Nature-Based Solutions / Bio-Economy,Equipment,3
BASTAR,LOHANDIGUDA,Food Processing Unit Set-up for SHGs,Circular Economy,Infrastructure,3
BASTAR,LOHANDIGUDA,Foot Pump,Nature-Based Solutions / Bio-Economy,Equipment,9
BASTAR,LOHANDIGUDA,Goat-Castrator,Nature-Based Solutions / Bio-Economy,Equipment,27
BASTAR,LOHANDIGUDA,Goat-Feeder,Nature-Based Solutions / Bio-Economy,Equipment,4
BASTAR,LOHANDIGUDA,Goat-Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,66
BASTAR,LOHANDIGUDA,Godown,Circular Economy,Infrastructure,31
BASTAR,LOHANDIGUDA,Green House,Nature-Based Solutions / Bio-Economy,Infrastructure,56
BASTAR,LOHANDIGUDA,Green House (Including Shade Net),Nature-Based Solutions / Bio-Economy,Infrastructure,11
BASTAR,LOHANDIGUDA,Grinding Machine,Nature-Based Solutions / Bio-Economy,Equipment,63
BASTAR,LOHANDIGUDA,Group Insurance - Tribal Department,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
BASTAR,LOHANDIGUDA,Improved Package of Practice for Crops,Nature-Based Solutions / Bio-Economy,Training,150
BASTAR,LOHANDIGUDA,Infrastructure for Azolla Cultivation,Nature-Based Solutions / Bio-Economy,Infrastructure,23
BASTAR,LOHANDIGUDA,Insect Trap,Nature-Based Solutions / Bio-Economy,Inputs,170
BASTAR,LOHANDIGUDA,Integrated Pack House,Circular Economy,Infrastructure,53
BASTAR,LOHANDIGUDA,Kisan Credit Card,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,9
BASTAR,LOHANDIGUDA,Kisan Credit Card / Fish Credit Card,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
BASTAR,LOHANDIGUDA,Kitchen Garden,Nature-Based Solutions / Bio-Economy,Training,123
BASTAR,LOHANDIGUDA,Livestock Rearing-Technical Training,Nature-Based Solutions / Bio-Economy,Training,28
BASTAR,LOHANDIGUDA,Machinery for Processing Centre,Circular Economy,Equipment,28
BASTAR,LOHANDIGUDA,Maize Sheller,Nature-Based Solutions / Bio-Economy,Equipment,45
BASTAR,LOHANDIGUDA,Manure,Nature-Based Solutions / Bio-Economy,Inputs,9
BASTAR,LOHANDIGUDA,Manure/ Fertiliser,Nature-Based Solutions / Bio-Economy,Inputs,3
BASTAR,LOHANDIGUDA,Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,33
BASTAR,LOHANDIGUDA,Market Shed,Circular Economy,Infrastructure,16
BASTAR,LOHANDIGUDA,Medicinal Plant Cultivation,Nature-Based Solutions / Bio-Economy,Training,12
BASTAR,LOHANDIGUDA,Medicines,Nature-Based Solutions / Bio-Economy,Inputs,702
BASTAR,LOHANDIGUDA,Mother Unit Management Training,Nature-Based Solutions / Bio-Economy,Training,3
BASTAR,LOHANDIGUDA,Mushroom cultivation,Nature-Based Solutions / Bio-Economy,Training,3
BASTAR,LOHANDIGUDA,NTFP Enterprises Support,Nature-Based Solutions / Bio-Economy,Infrastructure,94
BASTAR,LOHANDIGUDA,Nadep Compost,Nature-Based Solutions / Bio-Economy,Infrastructure,49
BASTAR,LOHANDIGUDA,Nadep Pit,Nature-Based Solutions / Bio-Economy,Inputs,30
BASTAR,LOHANDIGUDA,Nursery Development,Nature-Based Solutions / Bio-Economy,Training,3
BASTAR,LOHANDIGUDA,Nursey Net,Nature-Based Solutions / Bio-Economy,Infrastructure,198
BASTAR,LOHANDIGUDA,Open Irrigation Wells,Nature-Based Solutions / Bio-Economy,Infrastructure,1752
BASTAR,LOHANDIGUDA,Organic Farming,Nature-Based Solutions / Bio-Economy,Training,70
BASTAR,LOHANDIGUDA,Organic Manure,Nature-Based Solutions / Bio-Economy,Inputs,3512
BASTAR,LOHANDIGUDA,Packaging Equipment,Nature-Based Solutions / Bio-Economy,Equipment,3
BASTAR,LOHANDIGUDA,Paddy Transplanter,Nature-Based Solutions / Bio-Economy,Equipment,766
BASTAR,LOHANDIGUDA,Paddy/ Wheat Straw,Nature-Based Solutions / Bio-Economy,Inputs,3
BASTAR,LOHANDIGUDA,Peripheral / Farm / Field Bund,Nature-Based Solutions / Bio-Economy,Infrastructure,11
BASTAR,LOHANDIGUDA,Pest Management,Nature-Based Solutions / Bio-Economy,Training,789
BASTAR,LOHANDIGUDA,Pig Sty / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,8
BASTAR,LOHANDIGUDA,Pipe Line for Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,148
BASTAR,LOHANDIGUDA,Plantation,Nature-Based Solutions / Bio-Economy,Infrastructure,6
BASTAR,LOHANDIGUDA,Plastic Crates,Circular Economy,Equipment,9
BASTAR,LOHANDIGUDA,Plastic Mulch Laying Machine,Circular Economy,Equipment,9
BASTAR,LOHANDIGUDA,Pond Patta,Nature-Based Solutions / Bio-Economy,Other Services,3
BASTAR,LOHANDIGUDA,Pond Renovation,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BASTAR,LOHANDIGUDA,Post Harvest Management,Nature-Based Solutions / Bio-Economy,Training,16
BASTAR,LOHANDIGUDA,Poultry Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,1103
BASTAR,LOHANDIGUDA,Pounding Machine,Nature-Based Solutions / Bio-Economy,Equipment,21
BASTAR,LOHANDIGUDA,Power Tiller,Nature-Based Solutions / Bio-Economy,Equipment,30
BASTAR,LOHANDIGUDA,Product Registration,Nature-Based Solutions / Bio-Economy,Marketing Support,3
BASTAR,LOHANDIGUDA,Pulper,Nature-Based Solutions / Bio-Economy,Equipment,6
BASTAR,LOHANDIGUDA,Pulping Unit,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BASTAR,LOHANDIGUDA,Pump House,Nature-Based Solutions / Bio-Economy,Infrastructure,92
BASTAR,LOHANDIGUDA,Pump Set,Energy,Equipment,973
BASTAR,LOHANDIGUDA,Pump Set - Tribal Department,Energy,Equipment,27
BASTAR,LOHANDIGUDA,Raw Material Grading Equipment,Nature-Based Solutions / Bio-Economy,Equipment,9
BASTAR,LOHANDIGUDA,Registration of Udyog Aadhaar,Nature-Based Solutions / Bio-Economy,Other Services,32
BASTAR,LOHANDIGUDA,Roster (Spice Crops),Nature-Based Solutions / Bio-Economy,Equipment,3
BASTAR,LOHANDIGUDA,Rotavator,Nature-Based Solutions / Bio-Economy,Equipment,26
BASTAR,LOHANDIGUDA,SHG / Bank Loan,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
BASTAR,LOHANDIGUDA,"Saplings - Vegetables, Fruits",Nature-Based Solutions / Bio-Economy,Inputs,259
BASTAR,LOHANDIGUDA,Saplings-Horticulture-Medicinal Plants,Nature-Based Solutions / Bio-Economy,Inputs,214
BASTAR,LOHANDIGUDA,Seed Drill,Nature-Based Solutions / Bio-Economy,Equipment,3
BASTAR,LOHANDIGUDA,Seed treatment,Nature-Based Solutions / Bio-Economy,Training,24
BASTAR,LOHANDIGUDA,Seedling Tray,Nature-Based Solutions / Bio-Economy,Equipment,15
BASTAR,LOHANDIGUDA,Seeds,Nature-Based Solutions / Bio-Economy,Inputs,1419
BASTAR,LOHANDIGUDA,Seeds / Saplings for Floriculture,Nature-Based Solutions / Bio-Economy,Inputs,3
BASTAR,LOHANDIGUDA,Shade Net,Nature-Based Solutions / Bio-Economy,Infrastructure,202
BASTAR,LOHANDIGUDA,Sickle,Nature-Based Solutions / Bio-Economy,Equipment,32
BASTAR,LOHANDIGUDA,Soak Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BASTAR,LOHANDIGUDA,Soil Conservation and Moisture Protection,Nature-Based Solutions / Bio-Economy,Training,3
BASTAR,LOHANDIGUDA,Solar Pump,Energy,Equipment,699
BASTAR,LOHANDIGUDA,Sprayer,Nature-Based Solutions / Bio-Economy,Equipment,18
BASTAR,LOHANDIGUDA,Storage Bags,Circular Economy,Inputs,35
BASTAR,LOHANDIGUDA,Storage Space,Circular Economy,Infrastructure,5
BASTAR,LOHANDIGUDA,Support for Nursery Development,Nature-Based Solutions / Bio-Economy,Infrastructure,15
BASTAR,LOHANDIGUDA,Sustainable Harvesting,Nature-Based Solutions / Bio-Economy,Training,8
BASTAR,LOHANDIGUDA,Technical Training,Circular Economy,Training,6
BASTAR,LOHANDIGUDA,Technical Training- Floriculture,Nature-Based Solutions / Bio-Economy,Training,3
BASTAR,LOHANDIGUDA,Terrace - Level Bench / Upland Bench,Nature-Based Solutions / Bio-Economy,Infrastructure,9
BASTAR,LOHANDIGUDA,Thresher,Nature-Based Solutions / Bio-Economy,Equipment,187
BASTAR,LOHANDIGUDA,Tractor,Nature-Based Solutions / Bio-Economy,Equipment,1228
BASTAR,LOHANDIGUDA,Training on Good Procurement Process & Maintenance,Nature-Based Solutions / Bio-Economy,Training,28
BASTAR,LOHANDIGUDA,Training on NTFP / MFP Processing,Circular Economy,Training,40
BASTAR,LOHANDIGUDA,Tube Well,Nature-Based Solutions / Bio-Economy,Infrastructure,1015
BASTAR,LOHANDIGUDA,Vaccine,Nature-Based Solutions / Bio-Economy,Inputs,147
BASTAR,LOHANDIGUDA,Vermicompost,Nature-Based Solutions / Bio-Economy,Infrastructure,1452
BASTAR,LOHANDIGUDA,Vermicompost,Nature-Based Solutions / Bio-Economy,Inputs,1695
BASTAR,LOHANDIGUDA,Warehouse,Circular Economy,Infrastructure,7
BASTAR,LOHANDIGUDA,Wasteland / Fallow Land / Grassland Development,Nature-Based Solutions / Bio-Economy,Infrastructure,37
BASTAR,LOHANDIGUDA,Water Harvesting System,Nature-Based Solutions / Bio-Economy,Infrastructure,38
BASTAR,LOHANDIGUDA,Water Management (Rainfed Methods),Nature-Based Solutions / Bio-Economy,Training,3
BASTAR,LOHANDIGUDA,Water Tank,Nature-Based Solutions / Bio-Economy,Infrastructure,6
BASTAR,LOHANDIGUDA,Weeder,Nature-Based Solutions / Bio-Economy,Equipment,12
BASTAR,LOHANDIGUDA,Weighing Scale,Nature-Based Solutions / Bio-Economy,Equipment,34
BASTAR,LOHANDIGUDA,Wire - trellis,Nature-Based Solutions / Bio-Economy,Infrastructure,1070
BASTAR,LOHANDIGUDA,Work Shed,Circular Economy,Infrastructure,32
BASTAR,TOKAPAL,Afforestation of Wastelands,Nature-Based Solutions / Bio-Economy,Infrastructure,80
BASTAR,TOKAPAL,Agarbatti Machine,Circular Economy,Equipment,3
BASTAR,TOKAPAL,Animal Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,12
BASTAR,TOKAPAL,Any Other-Specify,Circular Economy,Equipment,33
BASTAR,TOKAPAL,Any Other-Specify,Circular Economy,Infrastructure,29
BASTAR,TOKAPAL,Any Other-Specify,Circular Economy,Inputs,3
BASTAR,TOKAPAL,Assistance for Basic Seed Production Units,Nature-Based Solutions / Bio-Economy,Infrastructure,5
BASTAR,TOKAPAL,Azolla,Nature-Based Solutions / Bio-Economy,Inputs,6
BASTAR,TOKAPAL,Bio Culture,Nature-Based Solutions / Bio-Economy,Inputs,6
BASTAR,TOKAPAL,Bio Fertilisers,Nature-Based Solutions / Bio-Economy,Inputs,108
BASTAR,TOKAPAL,Bore Well,Nature-Based Solutions / Bio-Economy,Infrastructure,941
BASTAR,TOKAPAL,Brood Lac,Nature-Based Solutions / Bio-Economy,Inputs,3
BASTAR,TOKAPAL,Brooders (Heat Lamp),Nature-Based Solutions / Bio-Economy,Equipment,12
BASTAR,TOKAPAL,Business Management / Promotion Training,Circular Economy,Training,30
BASTAR,TOKAPAL,Cattle Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,12
BASTAR,TOKAPAL,Chick Guard,Nature-Based Solutions / Bio-Economy,Infrastructure,123
BASTAR,TOKAPAL,Clay,Circular Economy,Inputs,3
BASTAR,TOKAPAL,Cold Storage,Circular Economy,Infrastructure,14
BASTAR,TOKAPAL,Compost Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,347
BASTAR,TOKAPAL,Construction of New Pond,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BASTAR,TOKAPAL,Crop Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
BASTAR,TOKAPAL,Cycle / Motorcycle with Ice Box,Nature-Based Solutions / Bio-Economy,Marketing Support,7
BASTAR,TOKAPAL,Day Old Chicks,Nature-Based Solutions / Bio-Economy,Inputs,5
BASTAR,TOKAPAL,Deworming and Health Awareness,Nature-Based Solutions / Bio-Economy,Training,3
BASTAR,TOKAPAL,Drainage of Chaur or Waterlogged Land,Nature-Based Solutions / Bio-Economy,Infrastructure,6
BASTAR,TOKAPAL,Drinker,Nature-Based Solutions / Bio-Economy,Equipment,9
BASTAR,TOKAPAL,Drip Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,218
BASTAR,TOKAPAL,Dug Well,Nature-Based Solutions / Bio-Economy,Infrastructure,163
BASTAR,TOKAPAL,Dye House,Circular Economy,Infrastructure,33
BASTAR,TOKAPAL,FYM,Nature-Based Solutions / Bio-Economy,Inputs,9
BASTAR,TOKAPAL,Farm pond on Individual Land,Nature-Based Solutions / Bio-Economy,Infrastructure,36
BASTAR,TOKAPAL,Feed Management and Nutrition,Nature-Based Solutions / Bio-Economy,Training,4
BASTAR,TOKAPAL,Feed Supplements,Nature-Based Solutions / Bio-Economy,Inputs,12
BASTAR,TOKAPAL,Feeder,Nature-Based Solutions / Bio-Economy,Equipment,245
BASTAR,TOKAPAL,Fencing,Nature-Based Solutions / Bio-Economy,Infrastructure,27
BASTAR,TOKAPAL,Fencing,Nature-Based Solutions / Bio-Economy,Inputs,3
BASTAR,TOKAPAL,Fencing Material,Nature-Based Solutions / Bio-Economy,Infrastructure,16
BASTAR,TOKAPAL,Fertilizers,Nature-Based Solutions / Bio-Economy,Inputs,616
BASTAR,TOKAPAL,Fish Drying Yards,Circular Economy,Infrastructure,3
BASTAR,TOKAPAL,Fish Feed,Nature-Based Solutions / Bio-Economy,Inputs,5
BASTAR,TOKAPAL,Fish Feed Unit,Nature-Based Solutions / Bio-Economy,Infrastructure,6
BASTAR,TOKAPAL,Food Processing Unit Set-up for SHGs,Circular Economy,Infrastructure,9
BASTAR,TOKAPAL,Foot Pump,Nature-Based Solutions / Bio-Economy,Equipment,3
BASTAR,TOKAPAL,General Training,Circular Economy,Training,91
BASTAR,TOKAPAL,Goat-Castrator,Nature-Based Solutions / Bio-Economy,Equipment,7
BASTAR,TOKAPAL,Goat-Feeder,Nature-Based Solutions / Bio-Economy,Equipment,202
BASTAR,TOKAPAL,Goat-Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,48
BASTAR,TOKAPAL,Godown,Circular Economy,Infrastructure,23
BASTAR,TOKAPAL,Green House (Including Shade Net),Nature-Based Solutions / Bio-Economy,Infrastructure,121
BASTAR,TOKAPAL,Grinding Machine,Nature-Based Solutions / Bio-Economy,Equipment,8
BASTAR,TOKAPAL,Horticulture-Medicinal Plants-Fairs / Exhibition,Nature-Based Solutions / Bio-Economy,Marketing Support,4
BASTAR,TOKAPAL,Hut/Room for Mushroom Production,Nature-Based Solutions / Bio-Economy,Infrastructure,41
BASTAR,TOKAPAL,Infrastructure For Liquid Bio Manure,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BASTAR,TOKAPAL,Infrastructure for Azolla Cultivation,Nature-Based Solutions / Bio-Economy,Infrastructure,46
BASTAR,TOKAPAL,Insect Trap,Nature-Based Solutions / Bio-Economy,Inputs,12
BASTAR,TOKAPAL,Integrated Pack House,Circular Economy,Infrastructure,3
BASTAR,TOKAPAL,Kitchen Garden,Nature-Based Solutions / Bio-Economy,Training,21
BASTAR,TOKAPAL,Lac Processing Equipment,Circular Economy,Equipment,3
BASTAR,TOKAPAL,Livestock Rearing-Technical Training,Nature-Based Solutions / Bio-Economy,Training,11
BASTAR,TOKAPAL,Manure,Nature-Based Solutions / Bio-Economy,Inputs,3
BASTAR,TOKAPAL,Manure/ Fertiliser,Nature-Based Solutions / Bio-Economy,Inputs,12
BASTAR,TOKAPAL,Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,36
BASTAR,TOKAPAL,Market Shed,Circular Economy,Infrastructure,113
BASTAR,TOKAPAL,Medicines,Nature-Based Solutions / Bio-Economy,Inputs,29
BASTAR,TOKAPAL,Milk Containers,Nature-Based Solutions / Bio-Economy,Equipment,117
BASTAR,TOKAPAL,Mushroom Spawn,Nature-Based Solutions / Bio-Economy,Inputs,8
BASTAR,TOKAPAL,Mushroom cultivation,Nature-Based Solutions / Bio-Economy,Training,174
BASTAR,TOKAPAL,NTFP Enterprises Support,Nature-Based Solutions / Bio-Economy,Infrastructure,6
BASTAR,TOKAPAL,Nadep Compost,Nature-Based Solutions / Bio-Economy,Infrastructure,360
BASTAR,TOKAPAL,Nadep Pit,Nature-Based Solutions / Bio-Economy,Inputs,56
BASTAR,TOKAPAL,Nursey Net,Nature-Based Solutions / Bio-Economy,Infrastructure,10
BASTAR,TOKAPAL,Online Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,212
BASTAR,TOKAPAL,Open Irrigation Wells,Nature-Based Solutions / Bio-Economy,Infrastructure,70
BASTAR,TOKAPAL,Organic Certification,Nature-Based Solutions / Bio-Economy,Marketing Support,3
BASTAR,TOKAPAL,Organic Farming,Nature-Based Solutions / Bio-Economy,Training,14
BASTAR,TOKAPAL,Organic Manure,Nature-Based Solutions / Bio-Economy,Inputs,396
BASTAR,TOKAPAL,Packaging Material,Nature-Based Solutions / Bio-Economy,Inputs,3
BASTAR,TOKAPAL,Paddy Transplanter,Nature-Based Solutions / Bio-Economy,Equipment,393
BASTAR,TOKAPAL,Pest Management,Nature-Based Solutions / Bio-Economy,Training,6
BASTAR,TOKAPAL,Pig Sty / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,79
BASTAR,TOKAPAL,Pipe Line for Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,41
BASTAR,TOKAPAL,Plantation,Nature-Based Solutions / Bio-Economy,Infrastructure,443
BASTAR,TOKAPAL,Poultry Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,1690
BASTAR,TOKAPAL,Power Tiller,Nature-Based Solutions / Bio-Economy,Equipment,15
BASTAR,TOKAPAL,Product Registration,Nature-Based Solutions / Bio-Economy,Marketing Support,69
BASTAR,TOKAPAL,Promotion & Conservation Local Breeds,Nature-Based Solutions / Bio-Economy,Other Services,4
BASTAR,TOKAPAL,Pulper,Nature-Based Solutions / Bio-Economy,Equipment,6
BASTAR,TOKAPAL,Pump House,Nature-Based Solutions / Bio-Economy,Infrastructure,31
BASTAR,TOKAPAL,Pump Set,Energy,Equipment,992
BASTAR,TOKAPAL,Pump Set - Tribal Department,Energy,Equipment,16
BASTAR,TOKAPAL,Raw Material Grading Equipment,Nature-Based Solutions / Bio-Economy,Equipment,5
BASTAR,TOKAPAL,Raw Material for Activity,Circular Economy,Inputs,19
BASTAR,TOKAPAL,Refrigerator,Nature-Based Solutions / Bio-Economy,Equipment,479
BASTAR,TOKAPAL,Rotavator,Nature-Based Solutions / Bio-Economy,Equipment,9
BASTAR,TOKAPAL,Sand Filter for Bore Well / Open Well,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BASTAR,TOKAPAL,"Saplings - Vegetables, Fruits",Nature-Based Solutions / Bio-Economy,Inputs,30
BASTAR,TOKAPAL,Saplings-Horticulture-Medicinal Plants,Nature-Based Solutions / Bio-Economy,Inputs,12
BASTAR,TOKAPAL,Seed Drill,Nature-Based Solutions / Bio-Economy,Equipment,3
BASTAR,TOKAPAL,Seed treatment,Nature-Based Solutions / Bio-Economy,Training,3
BASTAR,TOKAPAL,Seedling Tray,Nature-Based Solutions / Bio-Economy,Equipment,3
BASTAR,TOKAPAL,Seeds,Nature-Based Solutions / Bio-Economy,Inputs,188
BASTAR,TOKAPAL,Seeds / Saplings for Floriculture,Nature-Based Solutions / Bio-Economy,Inputs,16
BASTAR,TOKAPAL,Sickle,Nature-Based Solutions / Bio-Economy,Equipment,316
BASTAR,TOKAPAL,Soak Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,14
BASTAR,TOKAPAL,Solar Pump,Energy,Equipment,43
BASTAR,TOKAPAL,Sprayer,Nature-Based Solutions / Bio-Economy,Equipment,155
BASTAR,TOKAPAL,Sprinkler,Nature-Based Solutions / Bio-Economy,Equipment,3
BASTAR,TOKAPAL,Storage Bags,Circular Economy,Inputs,6
BASTAR,TOKAPAL,Storage Space,Circular Economy,Infrastructure,106
BASTAR,TOKAPAL,Support for Nursery Development,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BASTAR,TOKAPAL,Sustainable Harvesting,Nature-Based Solutions / Bio-Economy,Training,3
BASTAR,TOKAPAL,Technical Training,Circular Economy,Training,24
BASTAR,TOKAPAL,Terrace - Level Bench / Upland Bench,Nature-Based Solutions / Bio-Economy,Infrastructure,9
BASTAR,TOKAPAL,Thresher,Nature-Based Solutions / Bio-Economy,Equipment,264
BASTAR,TOKAPAL,Tractor,Nature-Based Solutions / Bio-Economy,Equipment,903
BASTAR,TOKAPAL,Training on Good Procurement Process & Maintenance,Nature-Based Solutions / Bio-Economy,Training,11
BASTAR,TOKAPAL,Transport Facilities,Nature-Based Solutions / Bio-Economy,Marketing Support,3
BASTAR,TOKAPAL,Tube Well,Nature-Based Solutions / Bio-Economy,Infrastructure,616
BASTAR,TOKAPAL,Vaccine,Nature-Based Solutions / Bio-Economy,Inputs,47
BASTAR,TOKAPAL,Vermicompost,Nature-Based Solutions / Bio-Economy,Infrastructure,254
BASTAR,TOKAPAL,Vermicompost,Nature-Based Solutions / Bio-Economy,Inputs,447
BASTAR,TOKAPAL,Warehouse,Circular Economy,Infrastructure,10
BASTAR,TOKAPAL,Water Harvesting System,Nature-Based Solutions / Bio-Economy,Infrastructure,78
BASTAR,TOKAPAL,Weeder,Nature-Based Solutions / Bio-Economy,Equipment,6
BASTAR,TOKAPAL,Weekly Market,Nature-Based Solutions / Bio-Economy,Marketing Support,3
BASTAR,TOKAPAL,Weighing Scale,Nature-Based Solutions / Bio-Economy,Equipment,17
BASTAR,TOKAPAL,Work Shed,Circular Economy,Infrastructure,345
BEMETARA,BEMETARA,Afforestation of Wastelands,Nature-Based Solutions / Bio-Economy,Infrastructure,159
BEMETARA,BEMETARA,Agarbatti Machine,Circular Economy,Equipment,12
BEMETARA,BEMETARA,Animal Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,6
BEMETARA,BEMETARA,Any Other-Specify,Circular Economy,Infrastructure,3
BEMETARA,BEMETARA,Any Other-Specify,Circular Economy,Training,3
BEMETARA,BEMETARA,Artificial Insemination,Nature-Based Solutions / Bio-Economy,Inputs,6
BEMETARA,BEMETARA,Assistance for Basic Seed Production Units,Nature-Based Solutions / Bio-Economy,Infrastructure,7
BEMETARA,BEMETARA,Azolla,Nature-Based Solutions / Bio-Economy,Inputs,24
BEMETARA,BEMETARA,Basket and Trolley,Nature-Based Solutions / Bio-Economy,Equipment,46
BEMETARA,BEMETARA,Bee Boxes,Nature-Based Solutions / Bio-Economy,Equipment,3
BEMETARA,BEMETARA,Bee Hives,Nature-Based Solutions / Bio-Economy,Inputs,32
BEMETARA,BEMETARA,Bee Keeping Equipment,Nature-Based Solutions / Bio-Economy,Equipment,9
BEMETARA,BEMETARA,Bio Culture,Nature-Based Solutions / Bio-Economy,Inputs,12
BEMETARA,BEMETARA,Bio Fertilisers,Nature-Based Solutions / Bio-Economy,Inputs,99
BEMETARA,BEMETARA,Bore Well,Nature-Based Solutions / Bio-Economy,Infrastructure,27
BEMETARA,BEMETARA,Brood Lac,Nature-Based Solutions / Bio-Economy,Inputs,32
BEMETARA,BEMETARA,Brooders (Heat Lamp),Nature-Based Solutions / Bio-Economy,Equipment,3
BEMETARA,BEMETARA,Cattle Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,7
BEMETARA,BEMETARA,Chawki Rearing Centre with Incubation Chamber,Nature-Based Solutions / Bio-Economy,Equipment,3
BEMETARA,BEMETARA,Clay,Circular Economy,Inputs,6
BEMETARA,BEMETARA,Coir Machine,Circular Economy,Equipment,6
BEMETARA,BEMETARA,Compost Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,222
BEMETARA,BEMETARA,Construction of New Pond,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BEMETARA,BEMETARA,Crop Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,17
BEMETARA,BEMETARA,Deworming Medicines,Nature-Based Solutions / Bio-Economy,Inputs,39
BEMETARA,BEMETARA,Deworming and Health Awareness,Nature-Based Solutions / Bio-Economy,Training,4
BEMETARA,BEMETARA,Drainage of Chaur or Waterlogged Land,Nature-Based Solutions / Bio-Economy,Infrastructure,33
BEMETARA,BEMETARA,Drinker,Nature-Based Solutions / Bio-Economy,Equipment,6
BEMETARA,BEMETARA,Drip Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,13
BEMETARA,BEMETARA,Dug Well,Nature-Based Solutions / Bio-Economy,Infrastructure,27
BEMETARA,BEMETARA,Eri Silkworm Eggs,Nature-Based Solutions / Bio-Economy,Inputs,5
BEMETARA,BEMETARA,FYM,Nature-Based Solutions / Bio-Economy,Inputs,9
